Race Name,Distance,Street,Road,Paved,Asphalt,Path,Cycleway,Unpaved,State Road,Cobblestones,Unknown,Compacted Gravel,Off-grid (unknown),Singletrack,Access Road,Alpine,Net Gain,Lowest Elevation,Highest Elevation,Vertical Gain,Downhill
2023 Tour of Iran (Azarbaijan) Stage 1,153.63,1.31,3.92,0.1,69.6,,,0.476,66,,83.4,,82.4,,,,-290,1270,1614,520,810
2023 Tour of Iran (Azarbaijan) Stage 2,146.726,0.136,2.79,0.1,121,2,,2.03,118,,23.8,,23.8,,,,-890,715,1787,880,1770
2023 Tour of Iran (Azarbaijan) Stage 3,128.13,,1.2,,125,,,,124,,2.93,,2.93,,,,810,721,1786,1580,770
2023 Tour of Iran (Azarbaijan) Stage 4,208.962,0.202,4.6,0.202,209,,,,204,,0.16,,0.16,,,,-100,1377,2097,1500,1600
2023 Tour of Iran (Azarbaijan) Stage 5,197.996,0.133,4.67,0.133,194,,,,193,3.1,0.193,,0.193,,,,320,1475,2098,1830,1510
2023 Tour of Istanbul Stage 1,176.937,0.627,153,11.5,165,,0.212,,22.9,,0.211,,0.198,,,,-10,10,236,1990,2000
2023 Tour of Istanbul Stage 2,134.998,3.34,103,4.67,130,,,,27.9,,0.898,,0.758,,,,,,283,2210,2210
2023 Tour of Istanbul Stage 3,132.051,,112,0.913,131,0.551,,0.551,19.5,,,,,,,,-20,-1,266,1940,1960
2023 Tour of Istanbul Stage 4,92.597,0.857,,0.857,87.8,,11.9,,75.9,,3.94,,3.94,,,,,-5,112,610,610
2023 Tour of Japan Prologue,2.58,,2.58,0.414,2.18,,,,,,,,,,,,,13,21,10,10
2023 Tour of Japan Stage 1,105.5,,62.7,58.3,47.2,,,,42.8,,,,,,,,10,58,246,1930,1920
2023 Tour of Japan Stage 2,123,,123,123,,,,4.96,,,,,,4.96,,,100,97,284,1550,1450
2023 Tour of Japan Stage 3,135.6,,70.9,3.28,132,,,,64.7,,,,,,,,40,62,171,1750,1710
2023 Tour of Japan Stage 4,118.5,,88.7,10.7,108,,,,29.8,,,,,,,,-50,390,565,2190,2240
2023 Tour of Japan Stage 5,11.318,0.118,11.2,,11.2,,,,,,0.118,,,,,,1120,829,1981,1120,
2023 Tour of Japan Stage 6,108.961,,73.1,,109,0.961,,,34.9,,,,,,,,230,68,321,2110,1880
2023 Tour of Japan Stage 7,107.067,,31.1,,107,0.467,,,75.5,,,,,,,,,4,12,430,430
2023 Tour of Kosovo Stage 1,145.55,3.73,3.91,5.88,26,2.11,,0.957,24.8,,113,,111,,,,30,309,674,1900,1870
2023 Tour of Kosovo Stage 2,144.57,2.73,2.27,3.75,24.5,0.17,,0.17,24.4,,116,,115,,,,70,309,673,1750,1680
2023 Tour of Kosovo Stage 3,157.06,2.08,1.72,2.31,26.1,2.36,,1.31,24.9,,127,,126,,,,,319,674,1750,1750
2023 Tour of Leuven - Memorial Jef Scherens,193.189,65.6,81.7,46,133,0.149,34.2,0.138,5.56,8.75,5.98,,5.98,0.138,,,10,16,98,1730,1720
2023 Tour of Malopolska Prologue,1.35,,,,1.35,1.35,,,,,,,,,,,100,244,357,100,
2023 Tour of Malopolska Stage 1,149.161,10.1,121,8.58,138,2.08,0.281,,15.7,1.36,0.73,,,,,,380,177,578,1770,1390
2023 Tour of Malopolska Stage 2,163.408,,152,1.75,159,1.31,1.07,,8.79,1.22,1.1,,0.238,,,,350,232,690,2250,1900
2023 Tour of Malopolska Stage 3,141.303,3.79,133,4.48,136,0.303,1.76,0.303,2.45,0.922,,,,,,,530,310,1142,2180,1650
2023 Tour of Norway Prologue,7.37,1.48,1.03,0.671,5.74,,1.72,,2.18,,0.96,,0.96,,,,230,1,314,310,80
2023 Tour of Norway Stage 1,85.18,,13.1,1.51,83.6,,1.88,,70.2,,,,,,,,380,434,1157,1400,1020
2023 Tour of Norway Stage 2,165.899,0.817,20.7,0.197,151,0.423,0.659,0.38,130,,13.9,,13.3,,,,-170,7,1057,2370,2540
2023 Tour of Norway Stage 3,150.649,5.2,42.8,5.07,134,0.449,11.4,1.31,80.6,1.28,10.6,,10.2,1.78,,,-40,,256,1300,1340
2023 Tour of Oman Stage 1,146.168,0.238,51,0.127,142,,,,91.1,,3.94,,3.83,,,,-290,14,495,930,1220
2023 Tour of Oman Stage 2,175.436,2.31,86.4,2.07,173,,,,85.9,,0.826,,0.826,,,,190,2,376,2040,1850
2023 Tour of Oman Stage 3,153.81,2.64,89.4,6.53,147,,1.77,,60,,,,,,,,660,333,1000,1610,950
2023 Tour of Oman Stage 4,205.248,2.82,77.4,7.94,162,0.228,,0.228,89.7,,35.2,,35.1,,,,-430,4,738,1640,2070
2023 Tour of Oman Stage 5,152.67,,115,7.63,145,,1.77,,35.9,,,,,,,,790,415,1214,1980,1190
2023 Tour of Poyang Lake Stage 1,113.91,,,,112,,,,112,,1.91,,1.91,,,,,77,603,1760,1760
2023 Tour of Poyang Lake Stage 2,113.18,,2.18,2.26,,,,,,,111,,111,,,,,62,213,2710,2710
2023 Tour of Poyang Lake Stage 3,151.29,2.89,57.7,25.2,84.9,,,,49.5,,41.2,,41.2,,,,,57,129,1430,1430
2023 Tour of Poyang Lake Stage 4,107.887,0.587,46,0.587,107,,,,61.3,,,,,,,,,125,525,1770,1770
2023 Tour of Poyang Lake Stage 5,110.184,0.993,0.47,0.189,1,,,0.215,0.721,,109,,108,0.215,,,,34,564,5480,5480
2023 Tour of Qinghai Lake Stage 1,114.07,1.59,26.5,,42.6,2.98,,,16.1,,71.5,,66.9,,,,,2243,2289,480,480
2023 Tour of Qinghai Lake Stage 2,134.09,3.96,4.54,3.86,11.5,,,,7.59,,118,,118,,,,-140,2194,3830,2220,2360
2023 Tour of Qinghai Lake Stage 3,200.33,1.63,7.43,0.952,11.6,,,,4.27,,188,,187,,,,280,2098,3549,5580,5300
2023 Tour of Qinghai Lake Stage 4,186.35,,4.65,0.17,20.3,,,,15.7,,166,,166,,,,390,2366,3479,5300,4910
2023 Tour of Qinghai Lake Stage 5,170.393,0.503,2.19,1.36,6.7,,,1.06,6.7,,162,,161,,,,-170,2723,3764,1860,2030
2023 Tour of Qinghai Lake Stage 6,205.642,0.397,0.21,0.154,12.8,0.235,,0.235,12.8,,193,,192,,,,380,2720,4114,3690,3310
2023 Tour of Qinghai Lake Stage 7,127.268,0.288,1.78,0.243,21.9,,,,20.2,,105,,105,,,,-200,2870,3725,1610,1810
2023 Tour of Qinghai Lake Stage 8,197.24,,8.44,0.115,71.1,,,,62.8,,126,,126,,,,140,2899,3214,1120,980
2023 Tour of Sakarya Prologue,4.22,,4.22,,4.22,,,,,,,,,,,,,25,68,50,50
2023 Tour of Sakarya Stage 1,118.71,2.5,108,2.5,114,,,,6.21,,2,,2,,,,-10,17,271,1450,1460
2023 Tour of Sakarya Stage 2,131.95,,3.95,,132,,,,128,,,,,,,,20,8,161,900,880
2023 Tour of Sakarya Stage 3,134.8,,28.8,,135,,,,106,,,,,,,,-70,1,170,1050,1120
2023 Tour of Salalah Stage 1,124.522,,7.15,,124,,,,117,,0.372,,0.372,,,,180,5,239,630,450
2023 Tour of Salalah Stage 2,148.373,,23.5,,147,,,,124,,0.873,,0.873,,,,800,3,852,1640,840
2023 Tour of Salalah Stage 3,104.1,,34.4,5.25,98.8,,,,69.7,,,,,,,,190,3,656,1040,850
2023 Tour of Salalah Stage 4,146.591,0.681,8.91,1.16,146,,,,137,,0.103,,,,,,,3,76,650,650
2023 Tour of Scandinavia Stage 1,124.43,0.487,43.4,3.82,119,1.61,0.733,,78.2,,1.62,,,,,,-110,1,189,1160,1270
2023 Tour of Scandinavia Stage 2,150.313,0.913,78.6,7.66,132,1.1,1.23,1.35,59.4,,9.36,,9.07,,,,720,24,795,1900,1180
2023 Tour of Scandinavia Stage 3,134.966,0.184,35.4,0.815,133,,1.93,,96.8,,0.662,,0.652,,,,-110,3,299,1660,1770
2023 Tour of Scandinavia Stage 4,16.406,0.666,11.7,0.275,16,0.12,3.92,,,0.195,,,,,,,-10,40,59,50,60
2023 Tour of Scandinavia Stage 5,143.8,2.3,99.2,19.1,124,,38.7,,3.42,0.479,0.189,,0.18,,,,40,,100,970,930
2023 Tour of Sharjah Stage 1,8.89,,8.89,,8.89,,,,,,,,,,,,,,,60,60
2023 Tour of Sharjah Stage 2,131.031,1.75,14.5,8.25,71.5,,8.25,,57.1,,51.2,,49.3,,0.131,,180,20,193,630,450
2023 Tour of Sharjah Stage 3,117.48,1.09,10.8,46,52,0.89,,0.92,86.7,,18.5,,18,,,,260,,321,1470,1210
2023 Tour of Sharjah Stage 4,110.179,0.319,49.3,52,49.7,,,,52.1,,8.48,,8.46,,,,530,,544,1500,970
2023 Tour of Sharjah Stage 5,72.25,1.12,2.53,,25.9,,,,22.9,,46.4,,45.7,,,,-130,,193,310,440
2023 Tour of Slovenia Stage 1,188.264,8.78,153,17.6,170,,5.21,,21.1,,0.386,,0.174,,,,-20,199,549,2450,2470
2023 Tour of Slovenia Stage 2,163.194,4.8,103,15.7,145,0.554,3.04,0.624,50.3,,1.59,,1.5,,,,-40,195,378,1320,1360
2023 Tour of Slovenia Stage 3,174.515,1.6,115,12,162,0.615,12.2,,45.1,0.279,0.124,,,,,,210,287,883,2260,2050
2023 Tour of Slovenia Stage 4,165.95,1.25,115,9.54,155,,2,,46.3,,1.6,,1.4,,,,-60,150,1145,3550,3610
2023 Tour of Slovenia Stage 5,141.213,1.09,121,3.97,134,1.08,15.1,0.393,2.08,0.376,2.92,,0.863,0.309,,,-120,160,684,1740,1860
2023 Tour of Szeklerland Prologue,4.54,,4.54,,4.54,,,,,,,,,,,,100,524,609,100,
2023 Tour of Szeklerland Stage 1,115.743,0.143,34.5,0.23,107,,,,81.1,9.09,,,,,,,130,515,883,620,490
2023 Tour of Szeklerland Stage 2,159.582,1.11,39.9,,159,0.136,3.29,,115,,0.146,,0.146,,,,-210,320,1281,1450,1660
2023 Tour of Szeklerland Stage 3,145.816,2.21,43.7,0.702,144,0.115,4.33,,94.7,,0.771,,0.761,,,,340,320,981,1850,1510
2023 Tour of Taihu Lake Stage 1,90.514,3.82,2.09,2.71,1.94,1.26,0.239,0.724,0.105,,85.8,,83,0.724,,,,-2,31,900,900
2023 Tour of Taihu Lake Stage 2,131.05,9.46,2.59,12,,,,,,,119,,119,,,,,-1,4,170,170
2023 Tour of Taihu Lake Stage 3,117,,117,42.5,74.3,,,,,,,,,,,,,1,6,120,120
2023 Tour of Taihu Lake Stage 4,72.991,0.25,0.841,0.25,0.841,,,,,,71.9,,71.9,,,,,24,98,860,860
2023 Tour of the Alps Stage 1,127.543,4.99,107,17.9,110,,0.153,,15.4,,,,,,,,450,504,1109,2360,1910
2023 Tour of the Alps Stage 2,165.448,0.789,64.9,4.97,159,0.339,1.05,0.127,96.9,,1.85,,1.47,,,,650,472,1376,2890,2240
2023 Tour of the Alps Stage 3,163.73,1.78,123,2.92,141,4.81,2.84,2.46,13.8,,17.9,,17.5,,,,20,141,1377,3040,3020
2023 Tour of the Alps Stage 4,153.919,0.726,90,1.14,149,0.213,1.59,0.244,58,0.344,3.77,,3.39,0.194,,,810,194,1457,4160,3350
2023 Tour of the Alps Stage 5,144.972,1.38,59.6,2.78,136,1.93,0.582,,76.1,0.288,6.26,,5.38,,,,-170,288,1819,3000,3170
2023 Tour of the Gila Stage 1,148.3,,31.3,10.8,137,,,,117,,,,,,,,220,1357,2077,1570,1350
2023 Tour of the Gila Stage 2,121.888,0.288,110,0.288,122,,,,11.6,,,,,,,,,1759,2277,1670,1670
2023 Tour of the Gila Stage 3,24.9,,,24.9,,,,,24.9,,,,,,,,,1734,1922,370,370
2023 Tour of the Gila Stage 4,70.7,15.1,55.6,15.1,55.6,,,,,,,,,,,,,1796,1809,720,720
2023 Tour of the Gila Stage 5,161.393,0.733,152,1.51,160,,,,8.66,,0.229,,,,,,270,1694,2279,2910,2640
2023 Tour of Van Stage 1,133,,,,133,,,,133,,,,,,,,-30,1646,2005.891651,1120,1150
2023 Tour of Van Stage 2,93.07,,47.2,,83.7,0.67,,0.67,36.5,,8.7,,8.7,,,,-80,1572,2324,1250,1330
2023 Tour of Van Stage 3,119.124,0.124,60.4,0.124,119,,,,58.6,,,,,,,,110,1572,2254,1090,980
2023 Tour of Van Stage 4,124.64,8.18,45.7,8.18,112,0.97,,0.97,66.7,,3.09,,3.09,,,,20,1647,1767,1070,1050
2023 Tour of Yigido Prologue,7.227,,1.82,1.95,4.91,,2.98,,2.07,,0.357,,0.357,,,,,1258,1261,10,10
2023 Tour of Yigido Stage 1,144.35,0.54,141,1.47,142,,,,1.8,,1.01,,1.01,,,,70,1266,1696,1870,1800
2023 Tour of Yigido Stage 2,170.26,,3.78,,167,,,,163,,3.48,,3.48,,,,-180,1083,1934,1720,1900
2023 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 1,196.816,2.19,193,7,189,,0.623,,0.822,,0.181,,0.181,,,,-110,17,250,1500,1610
2023 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 2,186.412,2.56,162,8.3,176,,0.322,,20.4,,1.24,,1.13,,,,130,40,223,1470,1340
2023 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 3-1,93.2,,91.2,0.667,92.5,,,,2,,,,,,,,-10,61,146,610,620
2023 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 3-2,22.291,0.191,22.1,0.254,22,,,,,,,,,,,,20,61,138,110,90
2023 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 4,170.58,11.4,149,26.9,144,,4.42,,5.76,,,,,,,,-40,60,227,1210,1250
2023 Tr. Citta di S. Vendemiano - GP Industria & Commercio,171.22,23.7,130,40.9,130,,4.12,,13.4,,,,,,,,,38,237,1410,1410
2023 Trans-Himalaya Cycling Race,47.331,3.65,33.3,0.923,45.5,0.116,2.91,,6.64,0.118,0.775,,0.715,,,,30,2,140,550,520
2023 Tre Valli Varesine Womens Race,111.6,14.8,75,12.1,96.3,,11.3,,9.06,,3.27,,1.44,,,,150,224,443,1630,1480
2023 Tre Valli Varesine,193.64,36.2,125,14.2,175,,17.8,,13.2,,4.35,,1.44,,,,140,224,481,3340,3200
2023 Tro Bro Leon,203.84,8.41,163,43.1,133,22.7,7.14,22.2,1.19,,4.51,0.812,1.4,,,,-30,2,136,1420,1450
2023 Trofee Maarten Wynants,120.42,44,23,71.9,48.5,,47.6,,5.82,,,,,,,,,47,70,580,580
2023 Trofej Porec - Porec Trophy,149.205,0.305,91.8,1.01,148,,,,57.1,,,,,,,,100,4,177,1550,1450
2023 Trofej Umag - Umag Trophy,134.3,,48.9,,134,,,,85.4,,,,,,,,-10,2,127,1130,1140
2023 Trofeo Alcide Degasperi,160.701,1.14,132,1.04,146,0.461,,0.51,16,1.65,11.6,,11.1,0.159,,,360,123,624,2760,2400
2023 Trofeo Alfredo Binda,139.274,6.72,108,6.87,132,,0.154,,24.4,,,,,,,,30,196,513,2110,2080
2023 Trofeo Andratx - Mirador des Colomer (Pollenca),160.51,3.5,138,2.87,158,,5.01,,14,,,,,,,,160,2,887,3470,3310
2023 Trofeo Buffoni,135.7,42,59.4,60.9,74.8,,,,34.3,,,,,,,,130,1,228,1720,1590
2023 Trofeo Calvia (Palmanova-Palmanova),149.176,0.652,138,,149,,4.73,,5.44,,0.354,,0.354,,,,-10,8,503,3120,3130
2023 Trofeo Citta di Brescia - Mem. Rino Fiori,123.07,51,66.6,,111,5.47,,,,11.6,0.693,0.488,,0.964,,,,138,199,1280,1280
2023 Trofeo Comune di Vertova - Memorial Pietro Merelli,80.98,3.89,47,0.54,77.7,,,,27.4,,2.69,,2.69,,,,,364,431,530,530
2023 Trofeo Emilio Paganessi,126.62,1.42,73.2,0.453,125,,,,51,0.311,1,,1,,,,30,364,748,1620,1590
2023 Trofeo Laigueglia,201.02,8.11,117,19.4,180,,7.37,,66.9,,1.64,,1.64,,,,-10,1,481,3330,3340
2023 Trofeo Matteotti,192.41,6.52,181,,188,,,,,,4.89,,4.89,,,,,1,142,2640,2640
2023 Trofeo Oro in Euro - Women's Bike Race,104.4,19.2,64.5,15.6,88.7,,,,20.7,,,,,,,,,,227,730,730
2023 Trofeo Palma - Palma,141.441,2.57,47.7,9.74,130,0.101,3.33,,86.6,,1.2,,1.14,,,,-20,,251,890,910
2023 Trofeo Piva,178.433,6.73,162,12.6,165,,8.99,,,,0.713,,0.713,,,,,142,431,3000,3000
2023 Trofeo Ponente in Rosa Stage 1,16.123,,,1.23,14.6,0.229,15.6,,,,0.294,,0.294,,,,,3,24,80,80
2023 Trofeo Ponente in Rosa Stage 2,94.942,0.182,46.8,0.434,93.5,,2.84,,44.1,,1.02,,1.02,,,,-10,3,482,1450,1460
2023 Trofeo Ponente in Rosa Stage 3,89.38,,29.2,,84.4,,,,55.2,,4.98,,4.98,,,,10,,456,1740,1730
2023 Trofeo Ponente in Rosa Stage 4,123.961,,74,,123,,4.97,,44.3,,0.691,,0.691,,,,,3,682,2400,2400
2023 Trofeo Serra de Tramuntana (Lloseta - Lloseta),122.691,1.6,94.2,0.373,122,0.731,3.46,,22.7,,,,,,,,-10,10,586,1930,1940
2023 Trofeo Ses Salines - Alcudia,157.733,2.16,87.2,0.485,157,0.373,11,,57,,,,,,,,-30,,584,1380,1410
2023 Trophee Centre Morbihan Stage 1,129.17,3.03,123,22.6,106,,,,2.11,,1.03,,1.03,,,,20,25,164,1230,1210
2023 Trophee Centre Morbihan Stage 2-1,7,,7,,7,,,,,,,,,,,,10,80,118,90,80
2023 Trophee Centre Morbihan Stage 2-2,116.467,0.604,115,30.2,86,,0.863,,,,,,,,,,-20,31,164,1240,1260
2023 UAE Tour Stage 1,110.11,5.04,7.94,1.39,77.7,3.53,,,68.3,2,29,,25.3,,,,,-5,44,390,390
2023 UAE Tour Stage 2,133.7,,106,,134,,,,27.7,,,,,,,,-90,6,129,310,400
2023 UAE Tour Stage 3,107,,18.9,2.01,105,,,,88.1,,,,,,,,760,181,1030,1030,270
2023 UAE Tour Stage 4,119.03,1.03,61.4,2.51,70.1,,,,10.3,,46.4,,46.3,,,,,,22,290,290
2023 UAE Tour Stage 5,169.076,0.576,19.1,,87.9,,,1.18,68.7,,81.3,,80.7,1.18,,,,,74,810,810
2023 UAE Tour Stage 6,165.75,2.35,99.2,3.18,128,,,,29.9,,34.3,,34.3,,,,,,22,330,330
2023 UAE Tour Stage 7,153.848,0.948,32.5,2.01,119,,,,88.1,,32.5,,32.3,,,,760,218,1029,1340,580
2023 UCI Road World Championships - ITT,36.129,,21.3,4.26,31.4,0.129,,,14.7,0.516,,,,,,,60,9,78,220,160
2023 UCI Road World Championships - Mixed Relay TTT,41.05,2.43,16,2.76,30.2,3.62,6.34,,7.2,1.04,7.01,,5.46,,,,,4,51,360,360
2023 UCI Road World Championships,129.31,9.66,59.5,11.3,84,13.7,13.5,,6.95,4.96,29.2,,26,,,,-20,9,48,1370,1390
2023 UEC Championnats dEurope des Grimpeurs - ITT,12.952,,7.47,0.73,5.71,,,,5.21,6.24,0.272,,0.272,,,,920,1170,2086,930,10
2023 UEC European Championships - ITT,28.95,,8.93,4.67,10.7,2.54,1.41,2.49,5.47,0.686,10.6,,10.6,,,,,13,26,70,70
2023 UEC European Championships - Mixed Relay TTT,39.005,0.171,12,2.6,21.1,0.714,1.92,0.823,10.9,1.37,13.3,,13.3,0.123,,,,13,25,90,90
2023 UEC European Championships,135.605,7.15,98.9,18.3,97.9,0.955,18,,,4.86,14.4,,10.6,,,,20,6,44,480,460
2023 Umag Trophy Ladies,106.2,,39.4,,106,,,,66.8,,,,,,,,-10,2,127,890,900
2023 Uruguay National Road Championships - ITT,26.2,,26.2,,26.2,,,,,,,,,,,,,33,66,90,90
2023 Uruguay National Road Championships,161.1,,107,,161,,,,54.1,,,,,,,,-10,14,57,1180,1190
2023 USA Road National Championship - ITT,23.24,4.84,18.4,4.84,18.4,,,,,,,,,,,,,244,276,250,250
2023 USA Road National Championship,191.606,61.9,51.1,58.7,74.5,0.306,19.8,,,,58.5,,58.5,,,,,249,330,2890,2890
2023 Van Merksteijn Fences Classic,198.9,26.2,85.1,45.6,150,,75.1,,12.5,2.91,,,,,,,-10,14,65,1250,1260
2023 Veenendaal - Veenendaal Classic,136.1,,89.3,46.3,86.1,0.12,43.3,,3.38,3.67,0.151,,,,,,,3,51,460,460
2023 Veneto Classic,195.986,8.58,150,14.5,176,3.89,5.71,2.74,27.4,1.97,0.485,,0.406,,,,-230,85,355,2320,2550
2023 Visegrad 4 Bicycle Race - GP Czech Republic,188.234,4.06,175,6.85,175,6.01,1.4,1.24,1.45,0.533,0.616,3.68,0.314,,,,40,165,454,2160,2120
2023 Visegrad 4 Bicycle Race - GP Slovakia,144.308,17,125,48.3,94.4,2.01,,,0.298,,2.06,,,,,,10,196,467,2520,2510
2023 Visegrad 4 Bicycle Race Grand Prix Poland,144.5,,143,0.203,144,,1.5,,,,,,,,,,-30,124,157,570,600
2023 Visegrad 4 Kerekparverseny,139.126,1.14,101,0.798,137,,0.684,,35.9,0.476,0.402,,0.402,,,,20,138,323,1190,1170
2023 Visit South Aegean Islands Stage 1,180.084,0.484,114,0.488,179,,,,65.6,,,,,,,,100,4,244,1900,1800
2023 Visit South Aegean Islands Stage 2,169.189,0.319,163,,167,1.59,,1.59,4.28,,0.319,,,,,,210,4,241,1770,1560
2023 Volta a la Comunitat Valenciana Stage 1,187.498,0.839,101,3.79,184,,2.99,,82.5,,0.169,,0.169,,,,-10,-3,623,2340,2350
2023 Volta a la Comunitat Valenciana Stage 2,178.307,2.02,150,3.46,174,,,,26.1,,0.187,,0.187,,,,370,5,1016,3670,3300
2023 Volta a la Comunitat Valenciana Stage 3,145.08,1.53,105,17.5,124,,7.22,,28,,3.92,,3.33,,,,-30,44,588,1720,1750
2023 Volta a la Comunitat Valenciana Stage 4,181.425,1.22,158,6.51,174,,3.47,,18,,0.871,,0.735,,,,820,21,1008,3710,2890
2023 Volta a la Comunitat Valenciana Stage 5,93.296,3.27,65,9.83,83.3,0.146,12.5,,12.2,,0.282,,0.18,,,,-50,1,592,1180,1230
2023 Volta a Portugal em Bicicleta Prologue,3.636,,0.576,,3.63,,,,3.06,,,,,,,,-10,438,453,10,20
2023 Volta a Portugal em Bicicleta Stage 1,188.55,6.1,91.2,3.32,180,3.09,,3.09,85.9,0.155,2.31,,2.26,,,,120,32,367,2490,2370
2023 Volta a Portugal em Bicicleta Stage 10,18.23,,14.2,0.311,14.4,,,,4.03,3.53,,,,,,,180,3,194,340,160
2023 Volta a Portugal em Bicicleta Stage 2,176.78,1.25,16.1,3.38,173,,1.43,,158,,,,,,,,-70,2,332,1590,1660
2023 Volta a Portugal em Bicicleta Stage 3,190.93,1.13,105,24.3,167,,,,84.8,,,,,,,,170,3,562,2120,1950
2023 Volta a Portugal em Bicicleta Stage 4,183.911,0.911,41,2.43,182,,,,142,0.347,,,,,,,30,79,677,2130,2100
2023 Volta a Portugal em Bicicleta Stage 5,184.641,2.92,46.5,12.5,171,,,,135,0.364,0.221,,0.221,,,,1750,101,1988,4680,2930
2023 Volta a Portugal em Bicicleta Stage 6,168.609,2.34,80.9,8.53,158,,,,84.8,1.04,0.62,,0.569,,,,580,385,1110,3210,2630
2023 Volta a Portugal em Bicicleta Stage 7,162.338,0.868,24.3,2.26,160,,,,137,0.537,0.24,,0.17,,,,1340,120,1519,3400,2060
2023 Volta a Portugal em Bicicleta Stage 8,146.703,,47,4.78,136,4.5,,4.5,94.8,1.08,0.403,,0.403,,,,-340,152,1153,2330,2670
2023 Volta a Portugal em Bicicleta Stage 9,174.759,1.48,82.2,5.8,166,,,,90.9,2.68,0.179,,0.179,,,,740,78,1024,4280,3540
2023 Volta ao Alentejo Stage 1,169.3,2.3,116,2.12,167,,,,51,,,,,,,,30,15,298,1120,1090
2023 Volta ao Alentejo Stage 2,170.287,,36.1,23.5,147,0.187,,0.187,134,,,,,,,,-110,9,281,1610,1720
2023 Volta ao Alentejo Stage 3,191.563,3.44,92.9,5.16,186,,,,94.9,,0.323,,0.323,,,,270,132,486,1820,1550
2023 Volta ao Alentejo Stage 4,147.52,2.62,118,6.14,141,,,,26.9,0.152,,,,,,,360,161,853,2260,1900
2023 Volta ao Alentejo Stage 5,154.99,3.59,72.1,6.64,148,,,,79.3,0.859,,,,,,,50,215,470,1390,1340
2023 Volta ao Algarve em Bicicleta Stage 1,200.41,1.12,62.3,4.2,193,0.28,1.05,0.28,132,,3.66,,3.66,,,,-10,2,484,2410,2420
2023 Volta ao Algarve em Bicicleta Stage 2,185.984,0.14,103,12.9,173,,,,82.4,0.113,0.444,,0.444,,,,870,2,888,3610,2740
2023 Volta ao Algarve em Bicicleta Stage 3,203.54,2.49,121,14.7,187,,1.85,,78.2,1.36,,,,,,,-20,1,474,2300,2320
2023 Volta ao Algarve em Bicicleta Stage 4,177.856,0.256,96,7.13,171,,,,81.6,,,,,,,,470,12,575,3100,2630
2023 Volta ao Algarve em Bicicleta Stage 5,24.548,0.24,23,4.3,19.7,,,,0.684,,0.624,,0.624,,,,,7,89,220,220
2023 Volta Ciclista a Catalunya Stage 1,164.404,8.71,114,19.3,144,0.61,,,40.8,0.497,0.294,,0.284,,,,10,2,464,2220,2210
2023 Volta Ciclista a Catalunya Stage 2,164,,77.3,,164,,,,86.7,,,,,,,,2070,49,2146,3320,1250
2023 Volta Ciclista a Catalunya Stage 3,181.37,1.97,161,11.7,169,,,,18.4,,,,,,,,1110,400,1921,4270,3160
2023 Volta Ciclista a Catalunya Stage 4,186.655,1.92,115,0.93,176,0.315,,0.292,60.6,,9.11,,8.82,,,,-970,181,1806,3230,4200
2023 Volta Ciclista a Catalunya Stage 5,175.769,0.869,112,3.66,172,,,,62.9,,,,,,,,1050,2,1033,2810,1760
2023 Volta Ciclista a Catalunya Stage 6,175.02,4.68,159,27.8,147,,1.65,,8.72,,0.97,,0.97,,,,-120,19,803,2550,2670
2023 Volta Ciclista a Catalunya Stage 7,136.18,12.7,86.8,26.3,98.5,6.34,2.33,,20.8,0.22,12,,7.21,0.871,,,20,,427,1940,1920
2023 Volta Limburg Classic,193,8.05,134,21.7,170,,49.8,,1.15,1.52,,,,,,,10,48,292,2440,2430
2023 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 1,179.282,2.43,167,1.65,177,,,,9.36,,0.492,,0.492,,,,750,587,1577,4080,3330
2023 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 2,156.019,2.59,92,9.14,147,,,,61.1,,0.342,,0.329,,,,-200,781,1319,2550,2750
2023 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 3,159.869,0.824,120,11.4,147,0.115,7.63,,29.5,0.198,1.8,,1.8,,,,120,2,276,1480,1360
2023 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 4,164.296,2.35,161,10.5,154,,,,0.761,,0.185,,0.185,,,,-20,224,875,2940,2960
2023 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 5,184.977,0.897,179,5.11,175,0.4,,0.4,,,4.71,,4.68,,,,-670,19,1143,2970,3640
2023 Vuelta a Burgos Feminas Stage 1,115.925,0.225,55.8,,116,,,,59.9,,,,,,,,-280,550,964,1040,1320
2023 Vuelta a Burgos Feminas Stage 2,118.977,0.386,104,,119,,,,14.4,0.325,0.191,,0.191,,,,-20,779,959,940,960
2023 Vuelta a Burgos Feminas Stage 3,112.8,,100,,113,,,,12.8,,,,,,,,-120,774,947,780,900
2023 Vuelta a Burgos Feminas Stage 4,121.29,1.19,87,0.704,121,,,,33.1,,,,,,,,1050,809,1868,1960,910
2023 Vuelta a Burgos Stage 1,160.76,2.06,126,0.782,159,,,,32.7,,0.487,,,,,,40,777,978,1350,1310
